Sname,Jname,family,Jfamily,genus,Jgenus,Mizukoku
Amblyeleotris guttata,ヤマブキハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris japonica,ダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris masuii,マスイダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris melanocephala,ズグロダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris morishitai,モリシタダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris ogasawarensis,ミナミダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris periophthalma,ダンダラダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris randalli,ニチリンダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris steinitzi,ヒメダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris wheeleri,クビアカハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblyeleotris yanoi,ヤノダテハゼ,Gobiidae,ハゼ科,Amblyeleotris,ダテハゼ属,-
Amblygaster leiogaster,ヤマトミズン,Clupeidae,ニシン科,Amblygaster,ヤマトミズン属,29168
Amblygaster sirm,ホシヤマトミズン,Clupeidae,ニシン科,Amblygaster,ヤマトミズン属,-
Amblyglyphidodon aureus,ヤマブキスズメダイ,Pomacentridae,スズメダイ科,Amblyglyphidodon,クラカオスズメダイ属,-
Amblyglyphidodon curacao,クラカオスズメダイ,Pomacentridae,スズメダイ科,Amblyglyphidodon,クラカオスズメダイ属,-
Amblyglyphidodon leucogaster,ナミスズメダイ,Pomacentridae,スズメダイ科,Amblyglyphidodon,クラカオスズメダイ属,-
Amblyglyphidodon ternatensis,ニセクラカオスズメダイ,Pomacentridae,スズメダイ科,Amblyglyphidodon,クラカオスズメダイ属,-
Amblygobius decussatus,ジュウモンジサラサハゼ,Gobiidae,ハゼ科,Amblygobius,サラサハゼ属,-
Amblygobius esakiae,エサキサラサハゼ,Gobiidae,ハゼ科,Amblygobius,サラサハゼ属,-
Amblygobius linki,ワカケサラサハゼ,Gobiidae,ハゼ科,Amblygobius,サラサハゼ属,29908
Amblygobius phalaena,サラサハゼ,Gobiidae,ハゼ科,Amblygobius,サラサハゼ属,29907
Amblygobius sp.,サラサハゼ属の一種,Gobiidae,ハゼ科,Amblygobius,サラサハゼ属,-
Amblygobius sphynx,スフィンクスサラサハゼ,Gobiidae,ハゼ科,Amblygobius,サラサハゼ属,-
Amblyraja hyperborea,ミツボシカスベ,Rajidae,ガンギエイ科,Amblyraja,Amblyraja属,-
Amioides polyacanthus,オニイシモチ,Apogonidae,テンジクダイ科,Amioides,オニイシモチ属,-
Ammodytes heian,オオイカナゴ,Ammodytidae,イカナゴ科,Ammodytes,イカナゴ属,-
Ammodytes hexapterus,キタイカナゴ,Ammodytidae,イカナゴ科,Ammodytes,イカナゴ属,29788
Ammodytes japonicus,イカナゴ,Ammodytidae,イカナゴ科,Ammodytes,イカナゴ属,29787
Ammodytoides kanazawai,ゴマヒレミナミイカナゴ,Ammodytidae,イカナゴ科,Ammodytoides,ミナミイカナゴ属,-
Ammodytoides kimurai,ミナミイカナゴ,Ammodytidae,イカナゴ科,Ammodytoides,ミナミイカナゴ属,-
Ammolabrus dicrus,スナベラ,Labridae,ベラ科,Ammolabrus,スナベラ属,-
Amoya moloanus,フタスジノボリハゼ,Gobiidae,ハゼ科,Amoya,フタスジノボリハゼ属,29984
Amoya sp.,フタスジノボリハゼ属の一種,Gobiidae,ハゼ科,Amoya,フタスジノボリハゼ属,-
Amphilius sp.,Amphilius属の一種,-,-,Amphilius,Amphilius属,-
Amphiprion clarkii,クマノミ,Pomacentridae,スズメダイ科,Amphiprion,クマノミ属,-
Amphiprion frenatus,ハマクマノミ,Pomacentridae,スズメダイ科,Amphiprion,クマノミ属,-
Amphiprion ocellaris,カクレクマノミ,Pomacentridae,スズメダイ科,Amphiprion,クマノミ属,-
Amphiprion perideraion,ハナビラクマノミ,Pomacentridae,スズメダイ科,Amphiprion,クマノミ属,-
Amphiprion polymnus,トウアカクマノミ,Pomacentridae,スズメダイ科,Amphiprion,クマノミ属,-
Amphiprion sandaracinos,セジロクマノミ,Pomacentridae,スズメダイ科,Amphiprion,クマノミ属,-
Amsichthys knighti,オオメタナバタメギス,Pseudochromidae,メギス科,Amsichthys,Amsichthys属,-
Anabarilius brevianalis,Anabarilius属の一種,Cyprinidae,コイ科,Anabarilius,Anabarilius属,-
Anabarilius liui yalongensis,Anabarilius属の一種,Cyprinidae,コイ科,Anabarilius,Anabarilius属,-
Anampses caeruleopunctatus,ブチススキベラ,Labridae,ベラ科,Anampses,ススキベラ属,-
Anampses geographicus,ムシベラ,Labridae,ベラ科,Anampses,ススキベラ属,-
Anampses melanurus,クロフチススキベラ,Labridae,ベラ科,Anampses,ススキベラ属,-
Anampses meleagrides,ホクトベラ,Labridae,ベラ科,Anampses,ススキベラ属,-
Anampses neoguinaicus,ニューギニアベラ,Labridae,ベラ科,Anampses,ススキベラ属,-
Anampses twistii,ホシススキベラ,Labridae,ベラ科,Anampses,ススキベラ属,-
Anaora tentaculata,タンザクテグリ,-,-,Anaora,タンザクテグリ属,-
Anarchias seychellensis,タカマユウツボ,Muraenidae,ウツボ科,Anarchias,タカマユウツボ属,-
Anarhichas denticulatus,クロオオカミウオ,Anarhichadidae,オオカミウオ科,Anarhichas,オオカミウオ属,-
Anarhichas lupus,オオカミウオ属の一種,Anarhichadidae,オオカミウオ科,Anarhichas,オオカミウオ属,-
Anarhichas orientalis,オオカミウオ,Anarhichadidae,オオカミウオ科,Anarhichas,オオカミウオ属,-
Anarrhichthys ocellatus,ウルフイール,Anarhichadidae,オオカミウオ科,Anarrhichthys,Anarrhichthys属,-
Anchoa delicatissima,Anchoa属の一種,-,-,Anchoa,Anchoa属,-
Anchoa hepsetus,Anchoa属の一種,-,-,Anchoa,Anchoa属,-
Anchoa mitchilli,Anchoa属の一種,-,-,Anchoa,Anchoa属,-
Anchoviella jamesi,Anchoviella属の一種,Engraulidae,カタクチイワシ科,Anchoviella,Anchoviella属,-
Anchoviella sp.,Anchoviella属の一種,Engraulidae,カタクチイワシ科,Anchoviella,Anchoviella属,-
Ancistrogobius dipus,フタヒレホオカギハゼ,Gobiidae,ハゼ科,Ancistrogobius,ホオカギハゼ属,-
Ancistrogobius squamiceps,ウロコホオカギハゼ,Gobiidae,ハゼ科,Ancistrogobius,ホオカギハゼ属,-
Ancistrogobius yanoi,アサバノホオカギハゼ,Gobiidae,ハゼ科,Ancistrogobius,ホオカギハゼ属,-
Ancistrogobius yoshigoui,イトカケホオカギハゼ,Gobiidae,ハゼ科,Ancistrogobius,ホオカギハゼ属,-
Ancylopsetta ommata,Ancylopsetta属の一種,Paralichthyidae,ヒラメ科,Ancylopsetta,Ancylopsetta属,-
Andamia reyi,カンムリヨダレカケ,Blenniidae,イソギンポ科,Andamia,ヨダレカケ属,-
Andamia tetradactylus,ヨダレカケ,Blenniidae,イソギンポ科,Andamia,ヨダレカケ属,29803
Andriashevia aptera,チョウジャゲンゲ,Zoarcidae,ゲンゲ科,Andriashevia,ヒレナシゲンゲ属,-
Andriashevia sp.,ナツシマチョウジャゲンゲ,Zoarcidae,ゲンゲ科,Andriashevia,ヒレナシゲンゲ属,-
Anguilla anguilla,ヨーロッパウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,29132
Anguilla australis,オーストラリアウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla australis australis,オーストラリアウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla australis schmidti,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla bengalensis bengalensis,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla bicolor,ニューギニアウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,29133
Anguilla bicolor bicolor,ビカーラウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla bicolor pacifica,ニューギニアウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,29133
Anguilla celebesensis,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla dieffenbachii,ニュージーランドオオウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla interioris,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla japonica,ニホンウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,29134
Anguilla labiata,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla luzonensis,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla malgumora,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla marmorata,オオウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,29135
Anguilla megastoma,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla mossambica,モザンビークウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla nebulosa nebulosa,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla obscura,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla reinhardtii,ウナギ属の一種,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anguilla rostrata,アメリカウナギ,Anguillidae,ウナギ科,Anguilla,ウナギ属,-
Anisarchus macrops,メダマギンポ,Stichaeidae,タウエガジ科,Anisarchus,メダマギンポ属,-
Anisarchus medius,ニセメダマギンポ,Stichaeidae,タウエガジ科,Anisarchus,メダマギンポ属,-
Anomalops katoptron,ヒカリキンメダイ,Anomalopidae,ヒカリキンメダイ科,Anomalops,ヒカリキンメダイ属,-
Anoplagonus occidentalis,ニセナメトクビレ,Agonidae,トクビレ科,Anoplagonus,ナメトクビレ属,-
Anoplarchus insignis,Anoplarchus属の一種,Stichaeidae,タウエガジ科,Anoplarchus,Anoplarchus属,-
Anoplarchus purpurescens,Anoplarchus属の一種,Stichaeidae,タウエガジ科,Anoplarchus,Anoplarchus属,-
Anoplogaster cornuta,オニキンメ,Anoplogastridae,オニキンメ科,Anoplogaster,オニキンメ属,-
Anoplopoma fimbria,ギンダラ,Anoplopomatidae,ギンダラ科,Anoplopoma,ギンダラ属,-
Anotopterus nikparini,ミズウオダマシ,Paralepididae,ハダカエソ科,Anotopterus,ミズウオダマシ属,-
Antennarius commerson,オオモンカエルアンコウ,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,-
Antennarius hispidus,ボンボリカエルアンコウ,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,-
Antennarius maculatus,クマドリカエルアンコウ,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,-
Antennarius pictus,イロカエルアンコウ,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,29380
Antennarius randalli,ヒメヒラタカエルアンコウ,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,-
Antennarius sp.,カエルアンコウ属の一種,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,-
Antennarius striatus,カエルアンコウ,Antennariidae,カエルアンコウ科,Antennarius,カエルアンコウ属,29379
Antennatus coccineus,ウルマカエルアンコウ,Antennariidae,カエルアンコウ科,Antennatus,カエルアンコウモドキ属,-
Antennatus dorehensis,カスリカエルアンコウ,Antennariidae,カエルアンコウ科,Antennatus,カエルアンコウモドキ属,-
Antennatus flagellatus,ムチカエルアンコウ,Antennariidae,カエルアンコウ科,Antennatus,カエルアンコウモドキ属,-
Antennatus nummifer,ベニカエルアンコウ,Antennariidae,カエルアンコウ科,Antennatus,カエルアンコウモドキ属,-
Antennatus rosaceus,エナガカエルアンコウ,Antennariidae,カエルアンコウ科,Antennatus,カエルアンコウモドキ属,-
Antennatus tuberosus,カエルアンコウモドキ,Antennariidae,カエルアンコウ科,Antennatus,カエルアンコウモドキ属,-
Antigonia capros,ヒシダイ,Caproidae,ヒシダイ科,Antigonia,ヒシダイ属,-
Antigonia rubescens,ベニヒシダイ,Caproidae,ヒシダイ科,Antigonia,ヒシダイ属,-
Antigonia rubicunda,ミナミヒシダイ,Caproidae,ヒシダイ科,Antigonia,ヒシダイ属,-
Antimora microlepis,カナダダラ,Moridae,チゴダラ科,Antimora,カナダダラ属,-
Anyperodon leucogrammicus,アズキハタ,Serranidae,ハタ科,Anyperodon,アズキハタ属,-
Aperioptus gracilentus,Aperioptus属の一種,Cobitidae,ドジョウ科,Aperioptus,Aperioptus属,-
Aphanopus arigato,クロタチモドキ,Trichiuridae,タチウオ科,Aphanopus,クロタチモドキ属,-
Aphareus furca,イシフエダイ,Lutjanidae,フエダイ科,Aphareus,イシフエダイ属,-
Aphareus rutilans,オオグチイシチビキ,Lutjanidae,フエダイ科,Aphareus,イシフエダイ属,-
Aphyocypris chinensis,ヒナモロコ,Cyprinidae,コイ科,Aphyocypris,ヒナモロコ属,29226
Aphyocypris kikuchii,キクチムツ,Cyprinidae,コイ科,Aphyocypris,ヒナモロコ属,-
Aphyonus gelatinosus,コンニャクオクメウオ,-,-,Aphyonus,,-
Apistus carinatus,ハチ,Scorpaenidae,フサカサゴ科,Apistus,,-
Aploactis aspera,イボオコゼ,Aploactinidae,イボオコゼ科,Aploactis,,-
Apocryptodon punctatus,タビラクチ,Gobiidae,ハゼ科,Apocryptodon,タビラクチ属,29864
Apocryptodon sp.,タビラクチ属の一種,Gobiidae,ハゼ科,Apocryptodon,タビラクチ属,-
Apogon caudicinctus,トゲナガイシモチ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon crassiceps,アカフジテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon doryssa,ヤリイシモチ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon kominatoensis,コミナトテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon notatus,クロホシイチモチ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon pacificus,テンジクダイ属の一種,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon seminigracaudus,オグロテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon semiornatus,ヤミテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon soloriens,アサヒテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon sp.1 'barred',テンジクダイ属の一種,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon susanae,トウマルテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon talboti,アカネテンジクダイ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogon unicolor,ハナイシモチ,Apogonidae,テンジクダイ科,Apogon,テンジクダイ属,-
Apogonichthyoides melas,モンツキイシモチ,Apogonidae,テンジクダイ科,Apogonichthyoides,カクレテンジクダイ属,-
Apogonichthyoides niger,クロイシモチ,Apogonidae,テンジクダイ科,Apogonichthyoides,カクレテンジクダイ属,-
Apogonichthyoides sialis,ヨコスジイシモチ,Apogonidae,テンジクダイ科,Apogonichthyoides,カクレテンジクダイ属,29553
Apogonichthyoides timorensis,カクレテンジクダイ,Apogonidae,テンジクダイ科,Apogonichthyoides,カクレテンジクダイ属,-
Apogonichthyoides umbratilis,マダラテンジクダイ,Apogonidae,テンジクダイ科,Apogonichthyoides,カクレテンジクダイ属,-
Apogonichthys ocellatus,マトシボリ,Apogonidae,テンジクダイ科,Apogonichthys,ナンヨウマトイシモチ属,-
Apogonichthys waikiki,ハワイマトイシモチ,Apogonidae,テンジクダイ科,Apogonichthys,ナンヨウマトイシモチ属,-
Apolemichthys trimaculatus,シテンヤッコ,Pomacanthidae,キンチャクダイ科,Apolemichthys,シテンヤッコ属,-
Aporops bilinearis,ヤマトトゲメギス,-,-,Aporops,ヤマトトゲメギス属,-
Aprion virescens,アオチビキ,Lutjanidae,フエダイ科,Aprion,アオチビキ属,-
Apristurus fedorovi,アラメヘラザメ,Scyliorhinidae,トラザメ科,Apristurus,,-
Apristurus herklotsi,ヤリヘラザメ,Scyliorhinidae,トラザメ科,Apristurus,,-
Apristurus japonicus,ニホンヘラザメ,Scyliorhinidae,トラザメ科,Apristurus,,-
Apristurus longicephalus,テングヘラザメ,Scyliorhinidae,トラザメ科,Apristurus,,-
Apristurus macrorhynchus,ナガヘラザメ,Scyliorhinidae,トラザメ科,Apristurus,,-
Apristurus platyrhynchus,ヘラザメ,Scyliorhinidae,トラザメ科,Apristurus,,-
Apterichtus australis,ホオジロゴマウミヘビ,-,-,Apterichtus,,-
Apterichtus hatookai,ダイダイマダラウミヘビ,-,-,Apterichtus,,-
Apterichtus moseri,ゴマウミヘビ,-,-,Apterichtus,,-
Apterichtus orientalis,キシュウゴマウミヘビ,-,-,Apterichtus,,-
Apterichtus soyoae,ソウヨウゴマウミヘビ,-,-,Apterichtus,,-
Aptocyclus ventricosus,ホテイウオ,Cyclopteridae,ダンゴウオ科,Aptocyclus,ホテイウオ属,29772
Archamia ataenia,アトヒキテンジクダイ属の一種,-,-,Archamia,アトヒキテンジクダイ属,-
Archamia bleekeri,アトヒキテンジクダイ属の一種,-,-,Archamia,アトヒキテンジクダイ属,-
Arctogadus glacialis,コオリダラ,Gadidae,タラ科,Arctogadus,,-
Arctoscopus japonicus,ハタハタ,Trichodontidae,ハタハタ科,Arctoscopus,ハタハタ属,-
Arctozenus risso,ヒカリエソ,-,-,Arctozenus,ヒカリエソ属,-
